Airline,Destination,Total_Stops,day,month,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Duration_hours,Duration_minutes,Source_Banglore,Source_Kolkata,Source_Delhi,Source_Chennai,Source_Mumbai,Price
7,1,0,18,6,21,5,22,25,1,20,0,0,0,0,1,3037.634337797619
7,3,2,6,6,16,50,13,45,20,55,0,1,0,0,0,12773.301993761448
3,3,0,21,4,17,15,19,50,2,35,0,1,0,0,0,4529.099713316198
10,3,1,21,5,18,55,18,15,23,20,0,1,0,0,0,11289.875761538813
3,3,1,1,4,15,15,20,5,4,50,0,1,0,0,0,5026.399430803572
10,3,1,12,5,8,25,12,0,27,35,0,1,0,0,0,10426.960378224205
10,4,2,3,6,20,0,4,25,8,25,0,0,1,0,0,15196.86743574135
10,4,2,6,5,21,25,19,0,21,35,0,0,1,0,0,13867.374327972375
5,3,1,6,6,7,10,22,40,15,30,0,1,0,0,0,8505.166067482862
8,4,1,21,5,6,40,19,0,12,20,0,0,1,0,0,9606.26193700397
8,4,1,12,6,11,30,1,30,14,0,0,0,1,0,0,12762.813369633837
10,3,1,15,5,18,55,23,35,28,40,0,1,0,0,0,10541.682110615075
3,4,1,27,3,7,35,22,20,14,45,0,0,1,0,0,6897.674205898271
10,2,1,1,3,8,0,19,10,11,10,1,0,0,0,0,13814.491063988093
10,2,1,18,3,22,50,21,20,22,30,1,0,0,0,0,11435.620598958329
1,4,1,27,3,16,35,22,50,6,15,0,0,1,0,0,6265.816394412877
7,4,1,24,5,10,0,19,15,9,15,0,0,1,0,0,9587.948170657468
3,3,0,9,6,11,30,14,5,2,35,0,1,0,0,0,5012.140149824134
3,4,1,18,5,7,35,12,10,4,35,0,0,1,0,0,5271.398192753428
10,1,0,3,5,19,35,21,5,1,30,0,0,0,0,1,4207.275678436146
5,3,1,24,3,9,55,22,55,13,0,0,1,0,0,0,11835.512740627431
5,3,1,21,5,17,0,9,5,16,5,0,1,0,0,0,8541.520628043832
8,4,1,1,6,7,30,19,15,11,45,0,0,1,0,0,9344.735386904762
10,1,0,12,5,7,5,8,30,1,25,0,0,0,0,1,5247.495011160715
7,2,1,9,3,10,30,22,55,12,25,1,0,0,0,0,10650.864436214826
10,2,0,24,4,11,10,14,5,2,55,1,0,0,0,0,6127.642322668651
10,2,1,15,3,11,40,7,40,20,0,1,0,0,0,0,10686.195400545634
3,2,0,12,4,0,30,3,25,2,55,1,0,0,0,0,4218.738814709597
10,4,1,27,3,13,55,4,25,14,30,0,0,1,0,0,10020.611664186506
1,2,0,9,5,5,55,8,35,2,40,1,0,0,0,0,3500.1929466540396
2,3,0,1,4,10,20,12,55,2,35,0,1,0,0,0,4281.210362666849
10,2,1,12,3,8,55,9,10,24,15,1,0,0,0,0,12030.909844990087
10,3,1,1,4,9,35,22,5,12,30,0,1,0,0,0,10367.866748399167
8,4,1,12,6,9,0,21,0,12,0,0,0,1,0,0,11617.773837594705
10,3,1,9,5,6,30,8,15,25,45,0,1,0,0,0,11317.005538194444
3,4,1,21,5,2,0,7,25,5,25,0,0,1,0,0,5922.9226368596655
1,3,1,6,5,8,35,17,15,8,40,0,1,0,0,0,6448.822657602813
10,4,1,1,4,22,50,19,0,20,10,0,0,1,0,0,8777.645892518938
10,3,1,24,3,8,25,19,40,11,15,0,1,0,0,0,11851.396589330801
8,4,1,1,6,11,30,1,30,14,0,0,0,1,0,0,12498.960146329362
3,2,0,24,3,6,0,8,45,2,45,1,0,0,0,0,5284.561865079366
4,4,1,27,5,10,35,19,35,9,0,0,0,1,0,0,6112.212377006677
8,4,1,6,3,4,45,19,15,14,30,0,0,1,0,0,12784.65070831078
10,1,0,9,3,2,55,4,25,1,30,0,0,0,0,1,4811.313409316378
1,3,0,18,6,6,55,9,30,2,35,0,1,0,0,0,3863.715505726912
3,3,0,1,5,15,15,17,45,2,30,0,1,0,0,0,4777.876336805554
10,2,1,12,3,7,0,20,20,13,20,1,0,0,0,0,12383.29564540494
10,4,2,27,6,19,10,19,0,23,50,0,0,1,0,0,13172.011335851643
8,4,1,15,5,7,0,19,0,12,0,0,0,1,0,0,10727.689853956803
3,2,0,6,6,22,10,1,0,2,50,1,0,0,0,0,3607.2715370220044
5,2,0,21,3,19,40,22,20,2,40,1,0,0,0,0,7680.972248263885
10,4,1,9,3,15,5,18,50,27,45,0,0,1,0,0,14893.94029017857
8,4,1,27,3,7,5,22,20,15,15,0,0,1,0,0,7150.1345056592645
4,3,1,21,5,23,30,7,45,8,15,0,1,0,0,0,7308.51611460588
3,2,0,24,3,20,0,22,55,2,55,1,0,0,0,0,7071.730461309524
10,2,1,1,3,11,40,8,15,20,35,1,0,0,0,0,12861.431653025795
3,2,0,18,5,4,0,6,50,2,50,1,0,0,0,0,4080.957409361471
10,3,1,24,5,21,10,8,15,11,5,0,1,0,0,0,12787.793930487915
2,2,0,15,4,11,10,13,55,2,45,1,0,0,0,0,3897.3702641369055
10,3,1,6,6,20,25,10,55,14,30,0,1,0,0,0,11069.658828125002
2,3,0,15,4,22,50,1,20,2,30,0,1,0,0,0,4388.103446067819
8,4,1,24,6,4,55,12,35,7,40,0,0,1,0,0,10511.733185538422
10,4,2,15,6,5,30,4,25,22,55,0,0,1,0,0,12129.025960948771
3,3,0,21,5,4,40,7,15,2,35,0,1,0,0,0,4801.96015625
8,4,1,21,3,6,40,19,15,12,35,0,0,1,0,0,8975.823606150792
8,4,1,3,3,17,45,1,35,7,50,0,0,1,0,0,14783.129359104429
10,3,1,12,5,20,0,8,15,12,15,0,1,0,0,0,11592.42771385732
8,4,1,12,6,8,50,19,15,10,25,0,0,1,0,0,8763.306064439039
1,3,0,1,5,22,20,0,40,2,20,0,1,0,0,0,3877.969623015872
10,3,1,24,5,17,0,18,0,25,0,0,1,0,0,0,12798.748270652963
10,4,2,12,6,18,25,4,25,10,0,0,0,1,0,0,13850.703529716813
10,4,2,6,6,9,35,4,25,18,50,0,0,1,0,0,12802.674447939213
5,2,0,15,5,9,45,12,35,2,50,1,0,0,0,0,4739.521085858586
7,4,2,15,5,16,55,19,15,26,20,0,0,1,0,0,13093.893266594518
10,4,2,1,6,9,40,4,25,18,45,0,0,1,0,0,11815.32578869048
10,2,1,18,3,21,25,10,25,13,0,1,0,0,0,0,13041.246892361114
1,2,1,18,3,15,35,23,40,8,5,1,0,0,0,0,8125.457472718261
10,4,1,27,5,14,0,19,0,5,0,0,0,1,0,0,13993.553957093256
3,3,1,1,4,19,20,23,45,4,25,0,1,0,0,0,3836.438371775793
3,4,1,6,6,7,35,22,30,14,55,0,0,1,0,0,6518.005803233226
7,2,2,9,3,8,50,23,55,15,5,1,0,0,0,0,14165.530850243513
10,4,1,27,5,20,55,19,0,22,5,0,0,1,0,0,13181.248667140157
10,1,0,27,6,19,35,21,5,1,30,0,0,0,0,1,5074.714787946429
10,2,0,1,6,19,50,22,50,3,0,1,0,0,0,0,7281.683189258659
3,3,0,27,3,17,15,19,55,2,40,0,1,0,0,0,5011.179098124097
3,4,1,15,6,10,35,21,0,10,25,0,0,1,0,0,6338.233975018035
10,3,1,1,5,18,55,4,40,9,45,0,1,0,0,0,9906.725012400795
10,2,1,6,3,22,50,0,45,25,55,1,0,0,0,0,13102.993059275797
10,4,1,15,6,11,30,12,35,25,5,0,0,1,0,0,10512.379754464288
10,1,0,18,5,19,35,21,5,1,30,0,0,0,0,1,3708.616231511546
3,0,0,21,5,5,15,7,40,2,25,0,0,0,1,0,3643.159992559524
3,3,0,21,3,15,20,17,55,2,35,0,1,0,0,0,4902.425792636183
10,3,1,12,6,14,5,10,5,20,0,0,1,0,0,0,11545.673668380226
3,3,1,24,4,6,20,10,30,4,10,0,1,0,0,0,4484.042018849208
10,4,1,1,6,17,30,4,25,10,55,0,0,1,0,0,12675.51973169192
10,4,1,15,6,19,45,4,25,8,40,0,0,1,0,0,11740.198363546177
8,4,1,24,5,10,20,19,0,8,40,0,0,1,0,0,9923.874479166669
10,4,1,9,4,19,45,12,35,16,50,0,0,1,0,0,9713.585376082248
1,1,0,1,3,13,10,14,30,1,20,0,0,0,0,1,7339.122256944446
10,3,1,9,5,9,35,19,10,9,35,0,1,0,0,0,12810.610315431093
1,0,0,18,5,9,45,12,0,2,15,0,0,0,1,0,3574.189248962843
8,4,1,15,5,7,30,19,15,11,45,0,0,1,0,0,8438.574474770026
8,4,1,18,5,11,40,21,0,9,20,0,0,1,0,0,8462.55396430826
10,4,2,27,6,9,40,12,35,26,55,0,0,1,0,0,12219.68065104167
1,3,0,24,5,6,55,9,30,2,35,0,1,0,0,0,3851.251784855768
8,4,1,3,3,7,0,18,50,11,50,0,0,1,0,0,15495.683662292568
8,4,1,6,3,13,5,22,20,9,15,0,0,1,0,0,11099.957627953645
8,4,1,1,5,14,55,22,30,7,35,0,0,1,0,0,7827.107139475107
10,3,1,15,5,6,30,23,35,17,5,0,1,0,0,0,10463.428763640874
2,3,1,21,5,7,35,19,25,11,50,0,1,0,0,0,5559.320894999097
5,3,1,6,5,20,20,18,50,22,30,0,1,0,0,0,8866.404157986111
10,4,1,27,5,22,50,4,25,5,35,0,0,1,0,0,14185.870082070702
8,4,1,21,3,13,15,22,20,9,5,0,0,1,0,0,8018.298138640867
2,2,0,27,6,11,10,13,55,2,45,1,0,0,0,0,3683.1901996527768
10,3,1,6,6,14,5,19,50,5,45,0,1,0,0,0,12314.729853670633
3,4,1,27,5,9,15,21,0,11,45,0,0,1,0,0,6894.210073164681
10,3,1,1,5,6,30,12,0,5,30,0,1,0,0,0,12656.714253663002
10,4,2,6,3,16,50,4,25,35,35,0,0,1,0,0,18124.732988704018
7,3,2,9,6,20,30,13,45,17,15,0,1,0,0,0,13501.846732390874
10,3,1,18,5,16,30,8,15,15,45,0,1,0,0,0,10848.833895652959
7,3,2,24,3,16,50,5,35,12,45,0,1,0,0,0,11691.25436575577
3,4,0,21,4,14,25,17,40,3,15,0,0,1,0,0,5621.310993529037
10,4,2,18,5,9,40,4,25,18,45,0,0,1,0,0,13435.416127232136
7,4,1,6,6,12,30,9,25,20,55,0,0,1,0,0,7586.863258928572
10,4,0,1,6,11,0,14,15,3,15,0,0,1,0,0,8314.346716269843
7,3,0,9,5,14,15,16,45,2,30,0,1,0,0,0,5653.0909592577555
7,2,1,3,3,6,55,23,20,16,25,1,0,0,0,0,10856.124538690477
5,3,1,9,5,20,20,18,50,22,30,0,1,0,0,0,8877.981407490082
10,3,1,6,5,8,25,9,20,24,55,0,1,0,0,0,11038.027657247269
3,0,0,18,3,5,15,7,35,2,20,0,0,0,1,0,4592.70269570707
8,4,1,27,6,7,5,19,15,12,10,0,0,1,0,0,13370.027482300695
8,4,1,6,3,8,25,19,15,10,50,0,0,1,0,0,14376.617717265883
3,4,1,12,6,10,35,21,0,10,25,0,0,1,0,0,6338.6520962977975
3,3,0,1,6,11,30,14,5,2,35,0,1,0,0,0,5032.825279806998
3,3,0,12,3,17,15,19,55,2,40,0,1,0,0,0,4720.055720581503
10,3,1,1,4,20,0,23,35,27,35,0,1,0,0,0,10337.363823164686
10,3,1,12,5,20,25,22,5,25,40,0,1,0,0,0,12141.781987847233
8,4,1,9,5,8,45,21,0,12,15,0,0,1,0,0,8491.972631327004
8,4,1,15,6,14,0,1,30,11,30,0,0,1,0,0,12919.40355282738
8,4,1,27,6,12,50,1,30,12,40,0,0,1,0,0,7140.754882756131
3,4,1,6,3,7,45,13,40,5,55,0,0,1,0,0,9548.68305566829
7,3,3,24,3,5,50,21,50,16,0,0,1,0,0,0,12383.929172485503
8,4,2,15,5,17,50,1,30,7,40,0,0,1,0,0,18111.700187026512
10,3,1,24,5,21,10,10,5,12,55,0,1,0,0,0,11357.236674107144
3,4,1,12,6,11,55,22,30,10,35,0,0,1,0,0,6592.315911571064
10,4,1,9,5,9,0,19,0,10,0,0,0,1,0,0,13800.505070571799
10,3,1,9,5,9,35,18,0,8,25,0,1,0,0,0,13014.828443509623
3,4,1,9,3,7,20,12,30,5,10,0,0,1,0,0,8824.37495806277
7,3,2,12,6,9,25,17,20,31,55,0,1,0,0,0,12179.758599950392
10,4,1,1,6,11,30,19,0,7,30,0,0,1,0,0,13243.436532738095
10,4,1,1,6,19,45,4,25,8,40,0,0,1,0,0,11934.602284000719
3,0,0,24,6,14,45,17,5,2,20,0,0,0,1,0,3683.613440882035
3,0,0,18,3,14,40,17,5,2,25,0,0,0,1,0,4870.872979685248
10,4,2,9,5,13,25,12,35,23,10,0,0,1,0,0,14014.539440498736
10,4,2,27,6,9,40,12,35,26,55,0,0,1,0,0,12219.68065104167
3,2,0,24,3,16,55,19,45,2,50,1,0,0,0,0,7418.772710926221
10,3,1,12,5,8,25,18,15,9,50,0,1,0,0,0,12936.794067460314
3,4,1,9,4,6,50,12,10,5,20,0,0,1,0,0,5621.48311868687
10,4,2,9,5,21,25,12,35,15,10,0,0,1,0,0,12761.910611359128
3,4,1,18,5,17,30,1,30,8,0,0,0,1,0,0,6997.693330176771
7,4,2,27,6,10,55,7,40,20,45,0,0,1,0,0,12440.36755929833
3,0,0,21,6,7,55,10,15,2,20,0,0,0,1,0,3842.569335317461
10,3,1,12,6,18,55,16,20,21,25,0,1,0,0,0,11561.51660838293
10,4,1,9,6,2,15,12,35,10,20,0,0,1,0,0,15353.818692505407
10,2,1,12,3,22,55,9,30,10,35,1,0,0,0,0,12871.459287596083
2,3,0,9,5,19,55,22,25,2,30,0,1,0,0,0,4621.066180555557
10,2,1,21,3,8,0,19,10,11,10,1,0,0,0,0,8758.730685763892
7,4,2,21,3,5,0,19,15,38,15,0,0,1,0,0,9182.044573412699
1,4,1,9,3,15,55,21,55,6,0,0,0,1,0,0,8636.891893262986
1,2,0,24,3,20,30,23,20,2,50,1,0,0,0,0,4584.0439657738125
3,1,0,3,5,16,55,18,25,1,30,0,0,0,0,1,3537.283537270022
10,4,1,18,5,2,15,12,35,10,20,0,0,1,0,0,13766.657329319982
3,4,2,6,3,4,55,21,20,16,25,0,0,1,0,0,8349.588837230478
3,4,2,27,3,7,35,21,20,13,45,0,0,1,0,0,6836.693406498018
1,4,1,9,5,15,45,22,5,6,20,0,0,1,0,0,6694.17706597222
3,3,0,12,5,15,30,18,5,2,35,0,1,0,0,0,4795.219382440477
1,3,0,9,6,22,20,0,40,2,20,0,1,0,0,0,3852.757300347222
7,4,0,21,4,18,5,21,10,3,5,0,0,1,0,0,6478.148627344878
8,4,1,9,3,8,0,21,0,13,0,0,0,1,0,0,15021.35038318453
3,2,0,21,3,18,55,21,45,2,50,1,0,0,0,0,7027.182461557539
10,4,1,27,6,13,0,19,0,6,0,0,0,1,0,0,11558.377032151871
10,4,2,6,6,5,30,4,25,22,55,0,0,1,0,0,12006.764279513889
10,3,1,6,6,20,0,20,45,24,45,0,1,0,0,0,11123.10806299603
3,1,0,3,4,20,5,21,40,1,35,0,0,0,0,1,2458.908786075037
7,4,2,21,3,18,45,19,15,24,30,0,0,1,0,0,9654.32817460318
10,2,0,24,6,6,0,8,45,2,45,1,0,0,0,0,7113.3131213924935
1,1,0,6,5,22,45,0,15,1,30,0,0,0,0,1,2083.779526289682
3,4,1,6,6,8,35,16,10,7,35,0,0,1,0,0,6567.2335637626265
10,4,2,9,3,8,20,18,50,34,30,0,0,1,0,0,17007.752781047082
3,4,1,15,6,16,10,22,30,6,20,0,0,1,0,0,6596.929317956349
10,4,2,1,6,14,35,4,25,13,50,0,0,1,0,0,12833.884671153504
5,2,0,18,5,9,45,12,35,2,50,1,0,0,0,0,4753.589471275253
10,4,1,24,6,19,15,12,35,17,20,0,0,1,0,0,10708.155638640872
10,3,1,1,5,16,30,23,35,7,5,0,1,0,0,0,12897.517059095422
10,3,1,6,6,18,55,18,15,23,20,0,1,0,0,0,11231.02892394931
2,2,0,9,6,11,10,13,55,2,45,1,0,0,0,0,3980.6379437229434
2,2,0,15,3,23,25,2,10,2,45,1,0,0,0,0,5154.453647186148
7,2,0,18,4,10,0,12,45,2,45,1,0,0,0,0,6082.454407242061
3,0,0,24,3,14,40,17,5,2,25,0,0,0,1,0,4843.3264667884205
2,4,1,6,5,20,45,6,35,9,50,0,0,1,0,0,8088.21925137363
3,1,0,21,6,20,5,21,40,1,35,0,0,0,0,1,2249.6754687499997
10,4,1,6,3,21,50,19,45,21,55,0,0,1,0,0,15516.491199720413
8,4,1,6,6,9,0,19,15,10,15,0,0,1,0,0,13969.398947623558
3,2,0,1,4,18,55,21,50,2,55,1,0,0,0,0,5250.061573660715
8,4,1,9,6,8,45,21,0,12,15,0,0,1,0,0,8315.646029144464
10,3,1,9,5,16,30,23,35,7,5,0,1,0,0,0,13146.565608202558
7,3,0,9,6,20,45,23,20,2,35,0,1,0,0,0,4188.301595982143
10,1,0,27,5,7,5,8,30,1,25,0,0,0,0,1,6372.549401041667
8,4,1,18,5,4,55,19,0,14,5,0,0,1,0,0,10046.810278792394
3,4,0,27,3,21,5,0,20,3,15,0,0,1,0,0,6194.08039974782
1,3,1,6,5,15,55,21,25,5,30,0,1,0,0,0,8108.390987103172
7,3,2,18,5,16,45,16,15,23,30,0,1,0,0,0,12794.510575622295
3,3,1,24,3,7,10,12,35,5,25,0,1,0,0,0,7097.240479121571
3,1,0,6,6,20,5,21,40,1,35,0,0,0,0,1,2325.6983779761913
1,1,0,15,3,13,10,14,30,1,20,0,0,0,0,1,2751.0108134920642
3,2,0,21,5,4,0,6,50,2,50,1,0,0,0,0,4026.2830357142857
1,2,0,18,6,21,10,0,5,2,55,1,0,0,0,0,4056.267604843074
10,4,1,18,5,18,15,19,0,24,45,0,0,1,0,0,14713.76983912788
7,4,1,3,6,20,0,7,40,11,40,0,0,1,0,0,8472.06143229167
3,4,1,9,5,8,35,16,10,7,35,0,0,1,0,0,6571.37171502976
7,3,2,12,5,16,50,13,45,20,55,0,1,0,0,0,13190.638075960498
7,4,0,9,3,18,5,21,10,3,5,0,0,1,0,0,7633.7281031295115
7,4,2,27,3,19,45,19,15,23,30,0,0,1,0,0,8829.197323006854
10,4,2,12,6,21,25,19,0,21,35,0,0,1,0,0,12916.754154924933
10,2,0,3,4,19,50,22,50,3,0,1,0,0,0,0,5417.275804924243
8,4,1,27,5,15,15,1,30,10,15,0,0,1,0,0,8504.750497610026
10,2,0,21,6,7,10,10,10,3,0,1,0,0,0,0,6332.099776109306
8,4,1,6,3,4,0,13,20,9,20,0,0,1,0,0,14816.927197307896
3,4,1,21,5,7,35,18,10,10,35,0,0,1,0,0,6685.304005456352
7,4,1,3,6,12,30,9,25,20,55,0,0,1,0,0,7506.3359585813505
10,2,1,15,3,9,45,15,55,6,10,1,0,0,0,0,8447.036922695359
10,3,1,6,5,20,25,9,45,13,20,0,1,0,0,0,10582.513220486118
10,2,1,21,3,16,55,7,40,14,45,1,0,0,0,0,9442.863945603003
7,4,2,18,5,5,55,19,15,13,20,0,0,1,0,0,11830.698269525612
10,3,1,24,3,13,55,12,0,22,5,0,1,0,0,0,12990.41838770605
10,3,1,1,4,14,5,23,35,9,30,0,1,0,0,0,12795.517792658731
10,2,1,21,3,16,55,23,0,6,5,1,0,0,0,0,8971.321470734129
5,2,0,24,3,19,40,22,20,2,40,1,0,0,0,0,7333.339187748013
8,4,1,6,6,8,0,21,0,13,0,0,0,1,0,0,11078.463458130409
10,3,1,18,5,8,25,20,45,12,20,0,1,0,0,0,12714.639915674601
8,4,1,6,6,6,40,19,0,12,20,0,0,1,0,0,10883.701025320173
3,4,1,24,6,4,55,21,0,16,5,0,0,1,0,0,6523.97977644751
10,2,1,18,3,14,5,23,0,8,55,1,0,0,0,0,12754.479755478898
8,4,1,1,6,19,0,1,30,6,30,0,0,1,0,0,8241.443265354439
3,1,0,24,5,16,55,18,25,1,30,0,0,0,0,1,3383.909188086219
3,2,0,3,3,22,20,1,10,2,50,1,0,0,0,0,7148.94765252976
5,2,0,18,6,21,0,23,50,2,50,1,0,0,0,0,4956.951372767859
3,4,0,18,3,5,35,8,50,3,15,0,0,1,0,0,5913.358359374999
8,4,1,18,5,11,25,19,0,7,35,0,0,1,0,0,10301.111629464287
10,1,0,3,6,2,55,4,20,1,25,0,0,0,0,1,4878.070542252886
8,4,1,18,5,13,0,21,0,8,0,0,0,1,0,0,10786.362143403465
7,4,2,21,3,16,40,19,15,26,35,0,0,1,0,0,9016.879096884022
2,4,1,9,6,7,55,22,25,14,30,0,0,1,0,0,7158.72602554563
10,4,1,27,5,21,50,4,25,6,35,0,0,1,0,0,14778.884004936035
3,4,1,6,6,11,25,1,30,14,5,0,0,1,0,0,6413.785497271828
1,3,1,12,5,8,35,17,15,8,40,0,1,0,0,0,6547.151449652777
4,4,1,18,5,14,25,19,35,5,10,0,0,1,0,0,7862.998794530125
5,3,1,12,5,20,20,18,50,22,30,0,1,0,0,0,8918.980868055558
7,4,1,9,5,8,0,19,15,11,15,0,0,1,0,0,9018.174272749822
10,4,1,18,5,11,30,19,0,7,30,0,0,1,0,0,14432.822092577553
5,2,0,15,6,21,0,23,50,2,50,1,0,0,0,0,4915.041979166668
5,0,0,12,3,7,5,9,20,2,15,0,0,0,1,0,6282.153188694985
8,4,1,6,3,10,0,1,35,15,35,0,0,1,0,0,15039.261471211075
7,2,1,21,3,17,25,23,15,5,50,1,0,0,0,0,8028.34625078914
10,3,1,6,6,6,30,12,0,5,30,0,1,0,0,0,11501.287301682692
3,4,1,12,6,7,15,12,30,5,15,0,0,1,0,0,6203.912261904759
7,4,2,27,3,13,5,9,25,20,20,0,0,1,0,0,8583.420465593435
7,3,1,18,5,20,30,20,25,23,55,0,1,0,0,0,10382.451360254328
3,4,1,15,4,7,35,12,10,4,35,0,0,1,0,0,5349.493602430557
10,4,1,12,6,22,50,4,25,5,35,0,0,1,0,0,12461.030647321426
10,3,1,9,6,21,10,9,20,12,10,0,1,0,0,0,12124.261025641028
3,1,0,9,3,19,5,20,30,1,25,0,0,0,0,1,4531.5811292613635
3,3,1,1,4,6,20,10,20,4,0,0,1,0,0,0,4403.753303571428
7,2,0,27,6,13,20,16,10,2,50,1,0,0,0,0,6675.945421626983
10,1,0,1,6,19,35,21,5,1,30,0,0,0,0,1,3676.884894836067
10,3,1,18,5,17,0,18,0,25,0,0,1,0,0,0,12854.561978490265
10,3,1,21,5,20,25,10,55,14,30,0,1,0,0,0,12621.885756110209
8,4,1,18,5,18,15,1,30,7,15,0,0,1,0,0,12781.004106128246
3,4,1,15,6,4,55,21,0,16,5,0,0,1,0,0,6365.180955762985
10,4,1,21,5,13,0,19,0,6,0,0,0,1,0,0,14138.172287608226
1,4,1,15,6,6,5,11,20,5,15,0,0,1,0,0,5773.025610457253
10,2,1,1,3,8,55,19,10,10,15,1,0,0,0,0,10359.866005704367
8,4,1,3,3,9,0,21,0,12,0,0,0,1,0,0,15516.208712797616
5,3,1,12,6,17,0,18,50,25,50,0,1,0,0,0,8880.461656746036
3,1,0,1,5,12,0,13,30,1,30,0,0,0,0,1,3035.5826063086215
10,3,1,15,5,6,30,4,40,22,10,0,1,0,0,0,11116.2189487509
3,1,0,6,5,20,5,21,40,1,35,0,0,0,0,1,2430.9779167794027
1,3,0,1,6,9,0,11,25,2,25,0,1,0,0,0,4052.2036396329363
3,3,1,12,5,15,15,20,30,5,15,0,1,0,0,0,5322.947293808623
3,4,1,3,3,10,45,21,0,10,15,0,0,1,0,0,11766.31343659812
10,4,1,9,3,20,50,4,25,7,35,0,0,1,0,0,14993.310683283718
10,3,1,12,5,8,25,4,40,20,15,0,1,0,0,0,10583.839280415763
7,3,2,24,3,7,0,1,20,18,20,0,1,0,0,0,12917.548367266414
3,3,0,21,5,20,20,22,55,2,35,0,1,0,0,0,4788.945654761905
10,2,1,6,3,8,55,19,10,10,15,1,0,0,0,0,15584.507040719696
3,4,1,9,5,10,35,21,0,10,25,0,0,1,0,0,6890.473799603178
7,4,0,18,5,18,5,21,10,3,5,0,0,1,0,0,6261.630721500724
8,4,1,3,3,4,45,18,50,14,5,0,0,1,0,0,14004.631457431451
3,4,1,9,6,8,35,22,30,13,55,0,0,1,0,0,6506.661892361111
3,2,1,3,3,11,20,15,25,4,5,1,0,0,0,0,7966.911750090189
3,3,1,9,4,6,15,10,20,4,5,0,1,0,0,0,4387.472543402777
10,4,1,21,3,16,0,4,25,12,25,0,0,1,0,0,10472.438902304293
8,4,1,9,6,13,5,22,30,9,25,0,0,1,0,0,9832.142678571428
1,0,0,24,6,9,45,12,0,2,15,0,0,0,1,0,3655.0084697420634
5,2,1,1,3,6,40,12,35,5,55,1,0,0,0,0,11244.43731635552
8,4,1,27,6,13,0,21,0,8,0,0,0,1,0,0,11092.15759707306
7,2,0,24,3,17,0,19,45,2,45,1,0,0,0,0,6908.692678571429
5,3,1,6,6,20,20,10,45,14,25,0,1,0,0,0,8789.712886002882
10,4,1,27,3,18,15,19,45,25,30,0,0,1,0,0,10459.039705762987
3,4,1,9,6,4,55,11,30,6,35,0,0,1,0,0,7049.293562748016
3,3,1,3,4,19,35,23,15,3,40,0,1,0,0,0,4412.86942250458
2,3,0,24,6,10,20,12,55,2,35,0,1,0,0,0,4820.896346387988
7,3,2,9,5,12,0,21,50,9,50,0,1,0,0,0,10322.679957455737
3,2,0,15,4,1,30,4,15,2,45,1,0,0,0,0,4312.796521577382
8,4,1,15,6,8,0,19,15,11,15,0,0,1,0,0,13905.930822059887
1,3,1,15,5,11,35,18,50,7,15,0,1,0,0,0,8512.910901312225
1,3,1,1,4,11,35,18,50,7,15,0,1,0,0,0,7726.461521013713
10,3,1,21,5,8,25,16,20,7,55,0,1,0,0,0,13703.656073102251
3,3,0,21,6,9,35,12,20,2,45,0,1,0,0,0,4793.08703125
10,2,1,6,3,8,0,0,45,16,45,1,0,0,0,0,13717.01411604889
3,4,1,27,4,7,15,12,30,5,15,0,0,1,0,0,5808.57381437139
10,4,2,21,3,19,10,4,25,33,15,0,0,1,0,0,10125.520195368861
4,2,0,6,5,7,45,10,40,2,55,1,0,0,0,0,4195.373680555553
7,4,1,15,6,5,15,6,50,25,35,0,0,1,0,0,7377.931791914685
3,0,0,1,3,19,35,21,55,2,20,0,0,0,1,0,8168.812072961757
2,4,1,12,6,7,55,13,25,5,30,0,0,1,0,0,7398.990400545631
4,2,0,21,5,20,55,23,40,2,45,1,0,0,0,0,4161.6585957792195
7,2,2,3,3,5,50,18,40,12,50,1,0,0,0,0,12036.88612103174
7,2,0,24,5,13,20,16,10,2,50,1,0,0,0,0,5877.583043943905
7,4,0,1,6,18,5,21,10,3,5,0,0,1,0,0,6841.765260191198
7,4,3,21,3,5,15,7,40,26,25,0,0,1,0,0,9870.125077223125
10,3,1,12,6,18,55,8,15,13,20,0,1,0,0,0,12299.57020337301
10,3,1,12,6,17,0,10,55,17,55,0,1,0,0,0,13151.352937748015
3,2,0,21,3,8,30,11,30,3,0,1,0,0,0,0,6853.835664908006
10,2,1,18,3,22,50,23,0,24,10,1,0,0,0,0,11921.1939729021
3,3,0,3,6,21,25,0,5,2,40,0,1,0,0,0,4797.351930803572
7,4,2,21,3,13,20,7,40,18,20,0,0,1,0,0,10324.497413532648
7,3,1,15,5,10,0,16,15,6,15,0,1,0,0,0,10045.78014362374
8,4,1,24,6,8,45,21,0,12,15,0,0,1,0,0,7782.223628472219
3,3,1,12,6,19,35,23,15,3,40,0,1,0,0,0,4937.495363724817
10,4,2,27,6,13,25,19,0,29,35,0,0,1,0,0,13326.157165291308
3,2,0,15,6,18,55,21,50,2,55,1,0,0,0,0,4846.171531498015
3,4,1,21,5,11,25,1,30,14,5,0,0,1,0,0,6708.7030295138875
7,3,1,1,5,9,10,13,15,4,5,0,1,0,0,0,8450.170662202376
3,4,1,3,6,6,50,12,10,5,20,0,0,1,0,0,5748.540815746755
10,2,1,21,3,5,45,18,25,12,40,1,0,0,0,0,8430.801475694443
